phrase	snomed_id	similarity
blood test	79823003	0.24887896
folic acid	79823003	0.1573123
folic acid 5mg	79823003	0.10615887
diet ...	79823003	0.22319694
ca n't	79823003	0.147845
full daily dosage	51197009	0.07678014
arthritic medication	51197009	0.21329923
arthrtitic medications	51197009	0.20588599
digestive system and/or stomach cramps	51197009	0.7201201
'third lid	224960004	0.10025126
'dry eye	224960004	0.30209756
counter eye drops	224960004	0.16262455
blurry eyes	224960004	0.38631302
ca n't	224960004	0.07919715
copd	238131007	0.23603404
lung function	238131007	0.23626012
spirometry tests	238131007	0.21622522
lung age	238131007	0.29464447
weight issue	238131007	0.6658691
gp	238131007	0.11194183
gps	238131007	0.15945153
week referrals	238131007	0.05995684
weight watchers	238131007	0.48278922
food combinations	238131007	0.1501946
portion control etc	238131007	0.21268198
weight gain	238131007	0.57267225
panic	79823003	1.
anxiety	79823003	0.51885116
ecg	79823003	0.2713624
physical symptoms	79823003	0.23614326
anxiety ... .do	79823003	0.500923
dry mouth	79823003	0.2483118
fizzy drinks	79823003	0.182358
rib area	224960004	0.1288846
gallbladder problems	224960004	0.14599788
point extreme	224960004	0.18120643
upper abdoman pains	224960004	0.24068946
hot water bottle	224960004	0.22179307
hida scan	224960004	0.026245
x ray etc	224960004	0.08969815
old ulcer scar	224960004	0.07633969
oral morph	224960004	0.19438305
pain killers werent	224960004	0.25784546
ibs	224960004	0.10638386
bowel movents	224960004	0.0869638
stomach cramps	224960004	0.28500217
right ribs	224960004	0.27352646
pain wakes	224960004	0.3571971
gall stones	224960004	0.07018914
frantic eyeballs	79823003	0.35129055
eye problems	79823003	0.22842006
small blood blisters	224960004	0.14226198
drs	224960004	0.17954916
blood test	286641001	0.24734119
blood test	224960004	0.2722478
liver enzymes	286641001	0.20174265
liver enzymes	224960004	0.11794845
diagnoses	286641001	0.23802046
diagnoses	224960004	0.09953795
gi liver specialist	286641001	0.11049181
gi liver specialist	224960004	0.02471347
mri	286641001	0.17503929
mri	224960004	0.11358822
immuran	286641001	0.27666956
immuran	224960004	0.3043643
immuran	286641001	0.27666956
immuran	224960004	0.3043643
rare disease	286641001	0.23072428
rare disease	224960004	0.17571658
hashimotos	286641001	0.11676361
hashimotos	224960004	0.19111013
upper chest	286641001	0.14430532
upper chest	224960004	0.25034413
autoimmune diseases	224960004	0.11556041
maintanece dose	224960004	0.15457058
greek yoghurt	224960004	0.12062603
turbo charge	60119000	0.20592721
turbo charge	224960004	0.02175189
insulin intake	60119000	0.25506717
insulin intake	224960004	0.15864956
flare ups	60119000	0.2553378
flare ups	224960004	0.11215734
feeling icky	60119000	0.34799165
feeling icky	224960004	0.52065927
liver biopsy	162059005	0.28206718
liver biopsy	224960004	0.09702662
inconclusive ..	162059005	0.3713625
inconclusive ..	224960004	0.2916126
1x wk	162059005	0.12112163
1x wk	224960004	0.17097414
upset stomach	162059005	1.
upset stomach	224960004	0.33185658
blood pressure drops..	162059005	0.2931776
blood pressure drops..	224960004	0.23987558
liver enzymes	162059005	0.31881815
liver enzymes	224960004	0.11794845
l completley	79823003	0.29638433
ostioarthritis	79823003	0.307087
small holiday	79823003	0.18318382
normal size	79823003	0.15370907
new hips	79823003	0.18093614
general anesthetic	79823003	0.15322396
l woke	79823003	0.27590787
dead weight	79823003	0.27083185
plenty oain meds	79823003	0.17801422
sore l wo n't	79823003	0.16966882
husband incase l	79823003	0.14632098
... ..would	79823003	0.24886355
mg valium	79823003	0.26709342
great l ca n't	79823003	-0.0181561
hips l	79823003	0.20341188
utter contmpt	203082005	0.15622926
chores etc	203082005	0.17309603
young famle	203082005	0.08605716
normal life	203082005	0.09080578
havin gsomoen	203082005	0.16004345
fibromyalgia	203082005	1.
neurologist	203082005	0.40424293
gp	203082005	0.10828236
usual symptoms ... chest pains instant panic etc	79823003	0.46477863
constant pressure	79823003	0.26297566
brain tumour	79823003	0.2656067
ca n't relax	79823003	0.28952
med	60119000	0.12780604
chronic diarrhea	79823003	0.17721128
loperiamide	79823003	0.34535295
health nervousness	267073005	0.17115742
cancer treatments	267073005	0.22066179
pain scares	267073005	0.39518052
incisional hernia	224960004	0.0346193
hernia surgery	224960004	0.07123876
new hernia	60119000	0.15526271
chocolate irritates	419145002	0.24801227
greecy foods	419145002	0.09629134
fizzy drinks	419145002	0.13638279
certain pain killers irritate	419145002	0.20373797
panic attacks	79823003	0.7343409
long term fluoxetine 20mg	79823003	0.11789127
ca n't	79823003	0.147845
pani attack	79823003	0.29253572
anxiety	79823003	0.51885116
panic attacks	79823003	0.7343409
tests ...	79823003	0.33984214
panic attacks	79823003	0.7343409
heart flutters	79823003	0.27571276
panic lol	79823003	0.8855449
hour tape	79823003	0.20966424
's anxiety	79823003	0.3582835
ca n't	79823003	0.147845
stress head	79823003	0.30873275
depression	79823003	0.31133163
manage anxiety	79823003	0.39149824
baby boy	224960004	0.14060704
post natal depression	224960004	0.20513502
tmi	224960004	0.2859888
im layong	224960004	0.2290005
getvpain n	224960004	0.08255002
jaws n	224960004	0.10369294
crap 2weeks	79823003	0.29657167
cold palms	79823003	0.27692235
headaches etc	224960004	0.32702473
's thumbs	224960004	0.14444841
initual trick	224960004	0.23664756
breast cancer	224960004	0.19131722
gp	224960004	0.11459977
swollen ankles	224960004	0.30321294
emergency appt	224960004	0.15851477
gp	224960004	0.11459977
's sheer hell	224960004	0.15122727
beta blockers i	224960004	0.06502636
medication i	79823003	0.28840262
cbt	79823003	0.2525723
pain ive	79823003	0.17502941
panic attacks	224960004	0.22476923
fatigue chest pressure stomach trouble	224960004	0.35578644
negative thoughts	224960004	0.27588856
hot flushes	224960004	0.287186
me/cfs	419145002	0.11951317
similar symptoms	419145002	0.08199643
autoimmune	419145002	0.06126165
instance hashimotos	419145002	0.07240093
gp	419145002	0.17247966
autoimmune	419145002	0.06126165
thyroid blood tests	419145002	0.12684253
gp	419145002	0.17247966
thyroid ultrasound	419145002	0.18421136
similar symptoms	419145002	0.08199643
parathoid tumor	419145002	0.2584633
pituirity tumor adrenal tumor	419145002	0.14758816
hashimoto disease	419145002	0.12051789
me/cfs	419145002	0.11951317
brave doctor	203082005	0.07941799
blood tests	203082005	0.34186494
thyroid replacement drugs	203082005	0.34708393
dr lowe	203082005	0.19996879
blood tests	203082005	0.34186494
antibodies test peroxidase	203082005	0.29804677
thyroglobulin tests	203082005	0.30529773
tsh ft4	203082005	0.3616424
autoimmune thyroiditis	203082005	0.5635257
tsh t4 t3	203082005	0.18248278
thyroid gland	203082005	0.37164003
t4	203082005	0.07530369
thyroid hormone resistance	203082005	0.34603715
moderate pain	79823003	0.21734005
opiate family	79823003	0.08192683
dependency risk	79823003	0.08658133
physical dependency	79823003	0.1122832
pain relief	79823003	0.19822808
obtainable medication	79823003	0.13340509
dosage increases	79823003	0.08355315
acetominophen	79823003	0.36020237
common overdose	79823003	0.18615082
fatal liver damage	79823003	0.06669852
tylenol exists	79823003	0.12912479
artificial barriers	79823003	0.12298523
n't panic	79823003	0.7605604
family concern	79823003	0.21983889
genetic predisposition	79823003	0.05795606
bendro	238131007	0.17087641
uric acid	238131007	0.21965791
'inflamatary markers	238131007	0.13279058
visual problems i.e	238131007	0.17825863
tiny red 'pin prick	238131007	0.11141203
stone overweight	238131007	0.7280135
blood pressure	238131007	0.4121954
old female	79823003	0.12981321
v bug	79823003	0.23060896
... .my anxiety/panic attacks	79823003	0.48559046
bright red blood	79823003	0.23107153
blood test	79823003	0.24887896
bloods	79823003	0.27338535
red blood cells	79823003	0.15867151
poo floats	79823003	0.15975311
anxiety medication	79823003	0.42764464
upset tummy	79823003	0.24947146
meds	79823003	0.34484407
tummy etc	79823003	0.10715426
... .the meds	79823003	0.2611758
constant nervous tummy	79823003	0.26152062
soft stools etc	79823003	0.06367263
gp	79823003	0.19528289
warty flesh	79823003	0.22175626
ca n't	79823003	0.147845
bowel specialist	79823003	0.15591937
small pea	79823003	0.22088253
left groin	79823003	0.17926204
's spread	79823003	0.06727134
lymph nodes	79823003	0.15845631
x-ray	79823003	0.13610658
nausea	42984000	0.35168603
hot flushes	42984000	0.4566825
'll subside	42984000	0.1409868
yr brain chemicals	224960004	0.11337929
chronic insomnia	224960004	0.30330402
depression	224960004	0.36981618
root canal	224960004	0.16493271
dark moods/days	419145002	0.44467247
ca n't	419145002	0.16249086
uncontrollable tears	419145002	0.40601724
weird fainty feeling	419145002	0.32654124
ca n't	419145002	0.16249086
symptom subsides	419145002	0.1359219
lab tests	79823003	0.18559691
normal results	79823003	0.16292246
drs	79823003	0.23248613
lab results	79823003	0.11530033
different symptoms	79823003	0.18584448
chest pain	79823003	0.3375002
gerd	79823003	0.32590258
simple routines	79823003	0.12746668
healthy food	79823003	0.10145082
drink tea	79823003	0.16308588
n't fade	79823003	0.21318266
negative thoughts	79823003	0.22836491
boil water	79823003	0.15745673
ginger tea	79823003	0.09700368
nerves ...	79823003	0.44977146
massage ...	79823003	0.13091052
lorazepam 1mg	79823003	0.22727844
etc..etc.etc ... .lots	424196004	0.15550981
bipolar diagnosis	79823003	0.19578928
door i 'm	79823003	0.18756936
tiny muscle twitches	60238002	0.7465124
muscle pulse	60238002	0.645645
arm twitches	60238002	0.61021423
familial meaning	60238002	0.03858744
corrolate.that im positive.i dont	60238002	0.16307616
motor nueron disease	60238002	0.2798183
self medicate	60238002	0.26910537
self preservation	60238002	0.16275364
cruel disorder	60238002	0.1844101
normal anxiety	60238002	0.29596
panic disorder	60238002	0.29828686
actual biological ohysiolocial experience	60238002	0.1791611
oanic attack.the sciene aspect	60238002	0.07453999
magnesiium foods.avacadoes	60238002	0.25090235
high potassium	60238002	0.41484514
panic attacks	60238002	0.26128787
stress depletes	60238002	0.3691492
cbt	263897001	0.24414077
muscle twitches	60238002	0.84968257
fibro bcuz	60238002	0.2890485
widespread aches	60238002	0.35011965
benign	60238002	0.24723235
fasciculation syndrome	60238002	0.28060764
brain tumor	60238002	0.33775038
extreme headaches	60238002	0.2850755
visual disturbance	60238002	0.26782143
benign fasciculation syndrome	60238002	0.31622252
muscle twitches	60238002	0.84968257
notice eyelid weakness	60238002	0.26956117
muscle aches	60238002	0.6460242
health anxiety	203082005	0.333103
fibromyalgia	203082005	1.
extreme hypochondria	203082005	0.38365412
meds game	419145002	0.2636007
sleep slept	419145002	0.36470467
feeling groggy	419145002	0.36720556
sleep wise	419145002	0.4463777
bad insomnia	419145002	0.4886732
pharmacist 10-20mg	419145002	0.05434889
pain ie ibs	419145002	0.19569358
nightmare pain	419145002	0.74759245
'm planning	419145002	0.18650514
good solutuion	238131007	0.25009477
severe gallstones	238131007	0.31769395
problems mr trex	238131007	0.17170367
chest	224960004	0.34584042
common anxiety symptoms	224960004	0.16546932
relaxation exercises page	224960004	0.20926663
gp	224960004	0.11459977
physical symptoms	224960004	0.27924657
gps	224960004	0.02380519
gp	79823003	0.19528289
chest xrays	79823003	0.12531519
physical pain	79823003	0.20454577
heparin injections	79823003	0.04771728
blood tests mid morning	79823003	0.10229821
warfarin tablets	79823003	0.1801247
physical breast examination	79823003	0.21887863
regular blood tests	79823003	0.1351887
gp	79823003	0.19528289
's surgery	79823003	0.07467097
local hospital	79823003	0.113684
blood test queues	79823003	0.14003034
warfarin	79823003	0.18398534
blood tests	79823003	0.25241983
contraceptive pill	79823003	0.22252981
family history	79823003	0.11911725
hi moo88	79823003	0.15738031
hormonal changes	79823003	0.23929134
postpartum depression	79823003	0.13719141
hormones	79823003	0.19720197
mom sounds	79823003	0.15726456
heart palpitations	79823003	0.3403335
panic attacks	79823003	0.7343409
heart symptoms	79823003	0.29820022
eye twitches	79823003	0.2710123
medical freak patient	79823003	0.1786682
ca n't	79823003	0.147845
left ear	79823003	0.13297203
hi moo88	224960004	0.31717288
restless legs kind	162221009	0.4639148
sore achy	224960004	0.4034847
bad neck	224960004	0.31173235
chest ct results	203082005	0.15493748
blood	203082005	0.07812329
blood pressure	419145002	0.253006
atenolol	419145002	0.09089362
heart rate	419145002	0.2737724
mg tablet	419145002	0.10625524
rapid pulse	419145002	0.2579803
pulse decreases	419145002	0.22919235
citalopram	419145002	0.24939856
citalopram	247953009	0.10031721
citalopram	419145002	0.24939856
citalopram	247953009	0.10031721
panic	419145002	0.36308682
panic	247953009	0.1153362
n't freak	419145002	0.29894823
n't freak	247953009	0.22819749
azelastine	224960004	0.18669647
bloodshot eyes	224960004	0.34395993
optrex	224960004	0.28294522
's fine	238131007	0.1090524
stomach discomfort ... ... ..	162059005	0.7960968
stomach discomfort ... ... ..	60119000	0.28800765
sweets ... ... ..	79823003	0.18203959
relaxation excercises	79823003	0.1796959
panic rises	79823003	0.82315564
sense xxx	79823003	0.17807852
sorry you/we	419145002	0.24197868
risperidome	419145002	0.3603869
resperidone	419145002	0.27924716
amitryptaline	419145002	0.12063037
amityrptaline	419145002	0.23797405
gp	419145002	0.17247966
amitryptaline	419145002	0.12063037
risperidone	419145002	0.18478453
mri	203082005	0.31161293
cfs/me	203082005	0.07419484
ca n't	203082005	0.06082478
brain scan	203082005	0.1667563
fibromyalgia	203082005	1.
awful leg pain	203082005	0.39959162
nursery nurse	203082005	0.20079954
ovarian cyst	203082005	0.38041002
fibromyalgia	203082005	1.
fibromyalgia	224960004	0.22929238
fibromyalgia	203082005	1.
fibromyalgia	224960004	0.22929238
pain points	203082005	0.39080307
pain points	224960004	0.27903894
fibro	203082005	0.77729297
fibro	224960004	0.22830069
memory loss	203082005	0.21144447
memory loss	224960004	0.16177127
everyday feeling yuck	203082005	0.09658272
everyday feeling yuck	224960004	0.2499794
fibro	203082005	0.77729297
fibro	224960004	0.22830069
gp	203082005	0.10828236
gp	224960004	0.11459977
pain meds cos morphine	203082005	0.30213928
pain meds cos morphine	224960004	0.11332566
bio markers	203082005	0.15154888
mri	203082005	0.31161293
orthopedic surgeon	203082005	0.31834525
fibromyalgia	203082005	1.
initial anxiety issues	79823003	0.30524135
anxiety attack	79823003	0.5623541
anxiety ...	79823003	0.51885116
sensation ... .your mind	79823003	0.18203866
health anxiety loop	79823003	0.3023485
anxiety/panic attack	79823003	0.54461384
anxiety	79823003	0.51885116
mind ... .it 's	79823003	0.20547351
hairy hand	419145002	0.23502445
crocodile skin	419145002	0.22899237
's hotter/colder	419145002	0.17034881
wedding ring	419145002	0.13529187
chest discomfort	79823003	0.29048088
odd feeling	79823003	0.24772568
anxiety/panic attacks	79823003	0.5456039
weird feelings	79823003	0.2777205
ekg	79823003	0.314224
panic	79823003	1.
chest issue	79823003	0.28995752
drs	79823003	0.23248613
panic attacks	79823003	0.7343409
bad wrong.does	79823003	0.25331372
reply and/or information oh	79823003	0.2272417
weird coldness	79823003	0.30280182
prozac	79823003	0.33904803
1ns panic	79823003	0.7479882
gut instinct	79823003	0.28274053
severe tiredness	79823003	0.16583788
sever nausea	79823003	0.2559335
ca n't	79823003	0.147845
catch breathe /	79823003	0.37281802
rib aswell	79823003	0.14664564
pain 😦	79823003	0.20830303
panic atatck	79823003	0.8504751
deep sleep	79823003	0.27680418
citalopram	34951003	0.27066198
mild depression	34951003	0.28821915
sertraline	34951003	0.266258
ssri	34951003	0.30880338
diahorea head	79823003	0.21574923
long term affects	79823003	0.04036421
n panicky	79823003	0.51715255
occasional flip	79823003	0.14954564
fat n sane	79823003	0.16914393
long hard struggle	79823003	0.13586901
panic attacks	162221009	0.31263876
gp	162221009	0.23161688
rod serling	60238002	0.16463998
meds	60238002	0.26413214
health anxiety	79823003	0.38351795
ca n't	79823003	0.147845
equate weight loss	79823003	0.13493337
illness ... .cancer	79823003	0.17052916
dreading christmas	79823003	0.18325435
ca n't	79823003	0.147845
anxiety bubble	79823003	0.4645664
panic builds	79823003	0.73090994
g.p	224960004	0.11459977
local mental health team	224960004	-0.0074668
ca n't sleep	224960004	0.35959265
ca n't chance	224960004	-0.0097036
symtoms i	79823003	0.25332743
smaritans	267073005	0.22599572
optic nerve pallor	224960004	0.12122069
weird lights	224960004	0.27703846
panic attacks	224960004	0.22476923
periphal vision	224960004	0.16916305
nuero opthamologist	224960004	0.25357473
wrong diagnoses	224960004	0.15147354
optic nerve pallor	224960004	0.12122069
pure experience	224960004	0.2312064
eye specialist	224960004	0.21332988
anxiety	224960004	0.35830438
eye pressure	224960004	0.31599274
blood results	224960004	0.15904695
's horrendous	79823003	0.15048645
panic xx	79823003	0.88729775
oral steroids	162059005	0.18991601
prednisone	162059005	0.22301315
signs adrenal insufficiency signs	162059005	0.20847505
moderate stomach ache	162059005	0.68242437
blood pressure changes	162059005	0.2599407
normal range	162059005	0.1929907
n't advise postural drainage	224960004	0.10634705
loosens mucus i	224960004	0.23505643
cough downwards	224960004	0.23265624
tight chest	224960004	0.3449334
peak flow meter	224960004	0.10278456
lung function	224960004	0.13774353
sure asthma	224960004	0.21033558
time steroid tablets	224960004	0.12980205
antibiotics early.my doctor	224960004	0.09366792
sputum analysis.after	224960004	0.24486406
lung function test	224960004	0.11348468
simple peak flow test	224960004	0.19113481
doctors surgery	224960004	0.06243521
full lung fuction test	224960004	0.24342096
gp surgery	224960004	0.05888837
daily nightmare	419145002	0.6206889
cranial electrotherapy stimulation	419145002	0.23392338
old female	60119000	0.18884628
.5mg 3x	60119000	0.15430462
absence seizures	60119000	0.4323933
72hr ambulatory	60119000	0.28099665
eeg	60119000	0.35124373
upper body	60119000	0.26246068
noticable tremors	60119000	0.30634683
medication market	60119000	0.08354516
's time	60119000	0.19269483
mri	60119000	0.27233058
metabolic epilepsy	60119000	0.41196424
high protein/fat	60119000	0.260988
carb diet	60119000	0.23058677
favourites sweets/alcohol lol	60119000	0.01039702
complex partial mild seizures	60119000	0.23761208
myoclonus jerks	60119000	0.33306307
hormones okay	60119000	0.1817927
gp	60119000	0.25269535
's horrible	79823003	0.18791915
hiatus hernia	224960004	0.08417039
n't keen	224960004	0.27190226
surgery route	224960004	0.12521356
pro 's	224960004	0.05729786
con 's	224960004	0.08562523
24hr ph test	224960004	0.1626938
massive acid reflux	224960004	0.15094684
strict diet	224960004	0.27173424
ca n't	224960004	0.07919715
major flare	203082005	0.12989092
major flare	60119000	0.15112397
wit 's end	203082005	0.01024098
wit 's end	60119000	0.26100552
beyound word 's	203082005	0.22109392
beyound word 's	60119000	0.2329571
ca n't	203082005	0.06082478
ca n't	60119000	0.15853156
heart monitor	224960004	0.2210699
ecg	224960004	0.07996172
irregular heartbeat	224960004	0.29602456
blood tests	224960004	0.26215032
blood pressure	224960004	0.2664183
blood pressure	238131007	0.4121954
blood pressure	224960004	0.2664183
blood pressure	238131007	0.4121954
bp	238131007	0.25660205
diabetese	238131007	0.28634313
omega-3	238131007	0.10625797
sundown brand	238131007	0.1209259
glucosamine	238131007	0.13329926
msm tablets	238131007	0.10572982
packaged meat	238131007	0.24148285
ibs	79823003	0.23264222
doctor visits	79823003	0.15495574
ibs	79823003	0.23264222
loose stools	79823003	0.22554816
bad flare	79823003	0.27835095
sore stomach	224960004	0.37409717
skyebeth	224960004	0.28652373
tests/ xrays	224960004	0.09206735
on.. search engine lol ... oh	224960004	0.06552158
panic disorder	224960004	0.21612094
ptsd	224960004	0.11925702
pain medication	224960004	0.1960249
severe mouth ulcers	224960004	0.1225656
mucous areas	224960004	0.21313423
nose etc	224960004	0.24475995
dermatology dept	224960004	0.05055521
blood tests	224960004	0.26215032
pemphigus vulgaris results	224960004	-0.01600065
proper diagnosis	224960004	0.1466127
right drug	224960004	0.20384462
azathioprine	224960004	-0.02203233
arms rash	224960004	0.24569482
terrible aches	224960004	0.37082046
huntingtons disease	60238002	0.10711303
severe panic attacks	60238002	0.23210807
neurological illnesses	60238002	0.28041643
n't twitch	60238002	0.68865436
everywhere hands feet	60238002	0.24076045
legs arms etc	60238002	0.3506011
health anxiety	60238002	0.31098858
tail spin	60238002	0.12031223
psychiatric hospital	267073005	0.38377428
total nervous breakdown.i	267073005	0.17591844
new massive black holes	267073005	0.08882119
n't trust governments.does	267073005	0.13998449
conspiracy theory idiot	267073005	0.19188634
v wierd footage	267073005	0.12246497
brain zaps	224960004	0.20926444
health food store	419145002	0.09854903
thedr 's	419145002	0.09737447
salesmppl 's advice	419145002	0.21101515
's prob	60119000	0.20318413
-/ joys	60119000	0.3898818
chronic ribcage	224960004	0.18517472
shoulder blades	224960004	0.17894018
quicks fixes ...	224960004	0.17873533
stomach	162059005	0.70845723
benadryl	162059005	0.20030992
ur anxiety	79823003	0.40459704
normal becoz	79823003	0.18270898
fibromyalgia	203082005	1.
'vicious circle	162059005	0.21675442
ibs	162059005	0.3698428
funny upset 'gripy	162059005	0.38392466
tummy ache	162059005	0.7580465
ibs	162059005	0.3698428
awful backache	162059005	0.37897208
ibs	162059005	0.3698428
sertraline	162059005	0.3041034
body works	162059005	0.22553557
mysterious ways @ times	162059005	0.23305863
throat infection	162059005	0.34693635
painful pain	162059005	0.47044307
leaky bowl	162059005	0.2521947
weird taste	162059005	0.38904175
sugary toothpaste	162059005	0.27767825
stomache acid	162059005	0.5686668
heart burn	162059005	0.5194725
venlafaxine xl	79823003	0.21044764
75mg capsules	79823003	0.19761962
panic attacks	79823003	0.7343409
venlafaxine	79823003	0.21818165
n't bother	79823003	0.26949185
ca n't	60119000	0.15853156
ca n't	224960004	0.07919715
meditation cd 's	60119000	0.18972152
meditation cd 's	224960004	0.04162577
hormonal changes	130989002	0.23377277
hormonal changes	79823003	0.23929134
severe sleep deprivation	130989002	0.8729578
severe sleep deprivation	79823003	0.15408167
post natal depression	130989002	0.36420614
post natal depression	79823003	0.15337524
post natal anxiety	130989002	0.3267092
post natal anxiety	79823003	0.3340586
anxiety meds	130989002	0.3186518
anxiety meds	79823003	0.46278214
panic mode involuntary	130989002	0.24877869
panic mode involuntary	79823003	0.6729412
friends funeral	79823003	0.03568152
total panic	79823003	0.62008137
total nervous wreck	79823003	0.34258205
gp	79823003	0.19528289
friends funeral	79823003	0.03568152
panic attacks	79823003	0.7343409
3/4/5/6 weeks	79823003	0.18797347
anxiety/panic attacks	79823003	0.5456039
claire weekes	79823003	0.19895357
understanding panic	79823003	0.6193404
dr roger baker	79823003	-0.01829258
initial sticky patch i	79823003	0.05288468
samaritians	267073005	0.18759307
terrible illness	419145002	0.36386815
m.e /cfs	419145002	0.09584664
ca n't	419145002	0.16249086
distant memory	419145002	0.3938924
blood test	79823003	0.24887896
diabeties panic stations	79823003	0.52416515
blood sugar level	79823003	0.16816193
symptoms ...	79823003	0.29361492
severe health problems	224960004	0.28309664
tiredness fatigue	224960004	0.6508493
serious health probs	224960004	0.3571213
hopeless mum	224960004	0.19383603
shadow stories	224960004	0.12222351
immune problems	224960004	0.24271226
l regret	224960004	0.22216049
blood tests	224960004	0.26215032
m eccentric	224960004	0.2858179
toblerone yummy	224960004	0.13022545
n't douche	79823003	0.15161915
's thick	79823003	0.03676202
panic	79823003	1.
